words	Freq
(β = 0	1
(β = -	1
(β = -2	1
(β = 2	1
(β=-10	1
(β=-13	1
(β=-8	1
(κ-coefficient = 0	1
(κ =	1
(μg/g)	1
(μmol/g)	1
(ω-3)	1
//biobank	1
//classic	1
//clinicaltrials	1
//github	1
//ibd-db	1
//sundhedsdatastyrelsen	1
/caregivers	1
[-2	1
[-2923 ± 4104	1
[|log2foldchange|	1
[<0	1
[<18	1
[<6	1
[≥6	1
[0·2%]	1
[0·22-0·70])	1
[0·4%]	1
[0·92-2·77])	1
[1-completely	1
[1]	1
[1·0%]	1
[1·02-1·11)	1
[1·08-2·42])	1
[1·13-1·88])	1
[1·4%]	1
[1·7%]	1
[1·8%]	1
[10/41])	1
[10·4%]	1
[12-week]	1
[12%	1
[12·0%]	1
[12·8%]	1
[13	1
[13/39]	1
[130	1
[131	1
[136ug/g	1
[13c2]oxalate	1
[14%])	1
[1433	1
[15%]	1
[15%])	1
[15/54])	1
[153	1
[156	1
[16	1
[17]	1
[18-78])	1
[18%]	1
[19%]	1
[19/23])	1
[1977-1995]	1
[1996-2008]	1
[2%]	1
[2]	1
[20	1
[20-34%]	1
[2005-2020]	1
[2009-2018]	1
[206	1
[22%]	1
[22·8%]	1
[23	1
[23/29]	1
[24	1
[24-43]	1
[24/38]	1
[26/41])	1
[27	1
[27-48]	1
[27]	1
[276	1
[28	1
[28-41%	1
[28]	1
[3-5 days]	1
[3-7 days]	1
[3-point	1
[3%	1
[3/35]	1
[3]	1
[3·0%]	1
[3·7%]	1
[3·9%]	1
[30	1
[30%	1
[31·2%]	1
[315	1
[32	1
[32%])	1
[32·0%]	1
[33	1
[33%]	1
[34	1
[34%]	1
[35·6%]	1
[36	1
[36%])	1
[36·5%]	1
[37	1
[37·7%]	1
[3863	1
[39-61]	1
[39·9%]	1
[4/16	1
[4]	1
[4·2%]	1
[40	1
[40-70	1
[40%]	1
[41%]	1
[414/615])	1
[42	1
[42%]	1
[43	1
[43-63]	1
[43%	1
[43%]	1
[44%	1
[45	1
[45%]	1
[46	1
[46-52%]	1
[47%])	1
[48	1
[48-57%])	1
[48/557])	1
[49	1
[49-59%])	1
[49%	1
[49%]	1
[5-asa]	1
[5·9%]	1
[50	1
[50%]	1
[509/557]	1
[51	1
[52-week]	1
[52%]	1
[53·7%]	1
[54-71%]	1
[55·9%]	1
[56	1
[57%]	1
[59	1
[59%	1
[6%]	1
[60	1
[61	1
[61%]	1
[62%]	1
[62·3%]	1
[642	1
[65	1
[65%/43%	1
[66	1
[68·0%]	1
[69%	1
[7%]	1
[7·2%]	1
[73	1
[74%])	1
[75%]	1
[75·5%]	1
[76%	1
[76·4%]	1
[77	1
[78	1
[8·5%]	1
[80%]	1
[800	1
[807	1
[81	1
[81%	1
[81%/59%	1
[81%]	1
[81%])	1
[83%/62%	1
[84	1
[85%/64%	1
[85%])	1
[86	1
[87%/63%	1
[88%/61%]	1
[9/32]	1
[9·0%]	1
[90	1
[93%/76%	1
[95	1
[95 %	1
[95%ci]	1
[95%ci] = 1	1
[9688-3374	1
[aapc]	1
[ada]	1
[adults]	1
[agricultural	1
[ahrs]	1
[aiec]	1
[all	1
[and	1
[anti-tumor	1
[aors]	1
[aps]	1
[as]	1
[ascs]	1
[auc] > 70%	1
[auc] = 0	1
[aza + een]	1
[b	1
[b-mode]	1
[b1]	1
[b2/b3]	1
[b2]	1
[b3]	1
[b3o]	1
[b3s]	1
[baseline	1
[before	1
[biosim-ntz]	1
[bms]	1
[bwt]	1
[cacna1h]	1
[cci	1
[cci]	1
[cd-cf]	1
[cd-if]	1
[cd-mat])	1
[cd-pro2	1
[cd])	1
[cdai])	1
[cdeis]	1
[ci)	1
[ci] = 1	1
[ci] 0	1
[cl]	1
[clinical	1
[cohorts	1
[combined	1
[con-mat]	1
[cr]	1
[crohn	1
[dc]	1
[decrease	1
[deg]	1
[diagnostic	1
[dmps]	1
[dnmt3a]	1
[dnrf148]	1
[dqi-i	1
[dss]	1
[e	1
[early]	1
[eci]	1
[ecm]	1
[elderly]	1
[ems]	1
[endoscopic/molecular]	1
[erc]	1
[es]	1
[esr]	1
[evaluated	1
[ewas]	1
[except	1
[fc])	1
[fcp]	1
[fd]	1
[fdrs]	1
[filgotinib	1
[fm]	1
[fodriacs])	1
[formerly	1
[fr]	1
[frontiers	1
[genetic	1
[ghas]	1
[gmv]	1
[grade]	1
[hazard	1
[hbi = 7	1
[hdac]	1
[hif]-1α)	1
[hospital-diagnosed]	1
[hpn]	1
[hr = 1	1
[hr] = 1	1
[hrqol]	1
[i-fat]	1
[ibd-u])	1
[ibdq]	1
[ic])	1
[icc]	1
[if]	1
[iis	1
[il]-23r	1
[imad]	1
[imc]	1
[independently	1
[induction	1
[ir]	1
[irr]	1
[ispa]	1
[iv]/subcutaneous	1
[ivw	1
[jak]	1
[jakinibs]	1
[jia]	1
[jmdc]	1
[kruskal-wallis	1
[laparoscopic	1
[late]	1
[lemp]	1
[lilr]	1
[ls]	1
[lta/tnf]	1
[m(il4)s]	1
[mab21l2]	1
[magnifi-cd]	1
[mayo	1
[mean ± sd	1
[medi-lite	1
[merative]	1
[mln]	1
[mmp9]	1
[mmps]	1
[mod	1
[mrmr]	1
[msc]	1
[mucosal	1
[n = 42	1
[n = 10]	1
[n = 108]	1
[n = 11]	1
[n = 12]	1
[n = 18]	1
[n = 2428]	1
[n = 2515]	1
[n = 34	1
[n = 39	1
[n = 390	1
[n = 47]	1
[n = 50]	1
[n = 1009]	1
[n = 216]	1
[n = 334]	1
[n = 409])	1
[nct03259334	1
[nct03345823]	1
[nct03345823])	1
[nct03345836]	1
[nct03345836])	1
[negative	1
[new	1
[noise	1
[non-cd]	1
[not	1
[nr])	1
[nscd]	1
[oc]	1
[or = 0	1
[or = 1	1
[or = 3	1
[or = 4	1
[or = 3	1
[or] = 2	1
[or] = 3	1
[or] 0	1
[or]=6	1
[ors]	1
[p < 5 × 10-8]	1
[p = 4	1
[p < 0	1
[pai-1]	1
[pan-intestinal	1
[pants]	1
[pbo]	1
[pcd]	1
[pcdai]	1
[perianal	1
[pfic1]	1
[pi(4	1
[plogrank <0	1
[pmri]	1
[poetic1]	1
[pom]	1
[pooled	1
[popos]	1
[post-erc]	1
[proms]	1
[proportion	1
[pros]	1
[psa]	1
[puc]	1
[qtl]	1
[r = 0	1
[r]	1
[r] = 0	1
[r2adj	1
[r313-2019-857]	1
[rcts]	1
[rea])	1
[ref-ntz]	1
[relative	1
[rmc]	1
[rzb]	1
[sa-abmilp]	1
[saes]	1
[salix]	1
[sc]	1
[scd]	1
[sd])	1
[serene-cd]	1
[serene-uc]	1
[ses-cd	1
[ses-cd])	1
[ses]	1
[severe	1
[sf-36]	1
[sf]	1
[sf])	1
[sibdq]	1
[sicus]	1
[sir	1
[sir]=3	1
[smi])	1
[smoking]	1
[spa]	1
[spearman	1
[subcutaneous	1
[subjective	1
[swibreg]	1
[t2t]	1
[tca	1
[tf]	1
[ti]	1
[timps]	1
[tnfs]	1
[together	1
[transposase-accessible	1
[trem-1]	1
[two	1
[uc	1
[uc/cd]	1
[uc]/crohn	1
[uc]/indeterminate	1
[uceis])	1
[ulcerative	1
[upv/ehu]	1
[ust]	1
[v1	1
[v4	1
[vai]	1
[vas]	1
[vce]	1
[vdz])	1
[vf]	1
[vfi]	1
[vital	1
[vocs]	1
[vpa]	1
[with	1
[y]	1
[years]	1
|	1
~6	1
“data	1
”	1
£2	1
£375	1
£4	1
£78	1
+8	1
< 5 cm	1
< 2 cm	1
< 50%	1
<1%	1
<10	1
<10%	1
<14	1
<17	1
<18 months	1
<18 years)	1
<2 h	1
<210	1
<25 kg/m2	1
<250	1
<40 years)	1
<50	1
<60 years)	1
<8	1
=-0	1
= 10	1
= 5)	1
=1	1
=17	1
=17%)	1
=27%)	1
=30%)	1
=36%)	1
=40%)	1
=43%)	1
=46%)	1
=47%)	1
=54%)	1
=59)	1
=60%)	1
=75%)	1
> 10	1
> 3	1
> 80%	1
> 9	1
>1-2	1
>1]	1
>100	1
>12 μg/ml	1
>13	1
>14	1
>180°	1
>2-3-year	1
>2)	1
>24	1
>250	1
>250 µg/g	1
>28 mm	1
>3-12	1
>3-12-month	1
>40 years	1
>50	1
>50 µg/g	1
>65	1
± 12	1
± 13	1
±100-kb	1
±17)	1
±61)	1
«	1
»	1
∆cysj	1
∆cysm	1
∼0	1
∼6	1
≤-1	1
≤ 	1
≤0	1
≤10	1
≤150	1
≤16	1
≤3	1
≤5	1
≤6	1
≤65	1
≥ 16 years	1
≥ 12 months	1
≥ 1	1
≥ 18	1
≥ 50%	1
≥10) and	1
≥12 months	1
≥14	1
≥16	1
≥18 years)	1
≥18%	1
≥2)	1
≥20	1
≥22	1
≥24 months	1
≥25	1
≥25 kg/m2	1
≥30 µg/ml	1
≥3000	1
≥4 mm	1
≥4)	1
≥42	1
≥46%	1
≥7	1
≥70-point	1
≥8)	1
≥80%	1
≥84%	1
≥89	1
≥9	1
≥i2)	1
©rsna	1
µg/dl	1
µg/ml)	1
•in	1
•we	1
0-1	1
0-1 years	1
0-1%]	1
0-100	1
0-113]	1
0-14	1
0-14 years	1
0-16	1
0-202)	1
0-25	1
0-30	1
0-35	1
0-36	1
0-55	1
0-59	1
0-63	1
0-7	1
0-86	1
0-9	1
0-95	1
0-99	1
0-t	1
0 %	1
0 %	1
0 cm	1
0 years	1
0 ± 2	1
0 ± 1	1
0 ± 10	1
0 ± 18	1
0 ± 2	1
0 × 10-3	1
0%-77	1
0%/41	1
0%[49	1
0%[68	1
0%]	1
0%])	1
0/10	1
0/18	1
0·001)	1
0·004)	1
0·124)	1
0·21-0·94	1
0·24-0·75])	1
0·257)	1
0·30-0·67]	1
0·31-0·52]	1
0·31-1·66	1
0·327)	1
0·34-0·60	1
0·39	1
0·40	1
0·40-0·59	1
0·42	1
0·42-0·71	1
0·48	1
0·48-0·79	1
0·50-0·89	1
0·52-0·64	1
0·55	1
0·58	1
0·59-0·80	1
0·60-0·84	1
0·62	1
0·663-1·464	1
0·67	1
0·69	1
0·696)	1
0·71	1
0·715)	1
0·72	1
0·77-0·94	1
0·79-1·19	1
0·85	1
0·94-1·00	1
0·981)	1
0·985	1
0·99-1·04	1
00-	1
00-0	1
00-2	1
00-3	1
00-5	1
00-8	1
00 × 10-4)	1
00 mg/l)	1
00 × 10- 4)	1
00%)	1
00))	1
00]	1
00])	1
000-1	1
000/µl	1
0000000000003150	1
0002	1
0002)	1
0002]	1
0004]	1
0005(	1
0007	1
0007)	1
0009-1	1
0009)	1
0011)	1
0012	1
00123	1
0014	1
0015)	1
00152 rome	1
0018)	1
00189	1
002-1	1
0021)	1
0023)	1
0027)	1
003%)	1
0032)	1
0033)	1
0036	1
004-2	1
004]	1
0040)	1
0041)	1
0045-1	1
0045)	1
0046]	1
005))	1
0051-1	1
0058)	1
0071-1	1
0071)	1
0073-1	1
0078)	1
0079-1	1
008-1	1
0087-1	1
009	1
0091)	1
00mg/l)	1
01-4	1
01-fold	1
01 ± 30	1
01%)	1
01])	1
010-0	1
010-1	1
0108)	1
011-2	1
0116)	1
0129-0	1
013-0	1
013]	1
014]	1
0141)	1
017	1
017]	1
018-1	1
0187	1
019]	1
02-0	1
02-13	1
02-5	1
02-6	1
02-9	1
02±0	1
020	1
0208	1
02114	1
02142	1
0220	1
023-1	1
0230	1
0235	1
024-1	1
024 ± 1	1
024]	1
0244	1
025	1
026	1
027-1	1
027]	1
0274	1
028	1
0280-1	1
0286-1	1
029]	1
03-0	1
03-2	1
03-3	1
03 ± 24	1
03%)	1
0310	1
0318)	1
033	1
0330	1
0330)	1
0339	1
034-2	1
034]	1
035	1
035-1	1
035]	1
036]	1
03722	1
03755	1
0379]	1
038-1	1
039	1
0390)	1
0393	1
04 ± 5	1
04 × 10-4)	1
04%	1
04%-4	1
04]	1
04])	1
041-1	1
0421)	1
043	1
043-11	1
043]	1
044 ± 1	1
045]	1
0466]	1
047]	1
048]	1
049	1
049-0	1
049])	1
04997]	1
05-25	1
05-6	1
05-89	1
05-9	1
05 ± 0	1
05 mg/l	1
05))	1
050)	1
0500-0	1
051	1
052-1	1
0536	1
054	1
054)	1
0540]	1
0546)	1
05505	1
056	1
056-1	1
056)	1
057	1
057]	1
059	1
059)	1
06-4	1
06-5	1
06 years	1
06%	1
061	1
062 ± 1	1
0624-1	1
0634	1
065)	1
066	1
067]	1
069-0	1
07-3	1
07–1	1
07 cm	1
07]	1
071)	1
07100	1
073	1
074)	1
0741-1	1
075])	1
076)	1
08-5	1
08%)	1
08)and	1
08]	1
080	1
08002	1
08028	1
081 ± 1	1
082	1
082)	1
083)	1
085	1
086)	1
089	1
089-6	1
089)	1
09-	1
09-0	1
09-13	1
09-14	1
09-2	1
09-5	1
09 × 10-10)	1
09 × 10-11	1
091)	1
092	1
093)	1
094)	1
095	1
0950-0	1
0950-1	1
096	1
097)	1
098 nm	1
0983-1	1
0g4	1
1-10)	1
1-145)	1
1-15)	1
1-157	1
1-17)]	1
1-18	1
1-19	1
1-2-year	1
1-2c	1
1-31	1
1-33	1
1-35	1
1-4	1
1-4)	1
1-41	1
1-5 days)	1
1-5%]	1
1-60	1
1-61	1
1-69	1
1-7	1
1-75	1
1-86	1
1-arachidonoyl-gpc	1
1-arachidonoyl-gpe	1
1-fold	1
1-full	1
1-incomplete	1
1-palmitoyl-2-arachidonoyl-gpc	1
1-palmitoyl-2-stearoyl-gpc	1
1-preferential	1
1-stearoyl-2-arachidonoyl-gpi	1
1-year-follow-up(fu)	1
1‒3	1
1 %)	1
1 ×	1
1 month	1
1 week	1
1 weeks	1
1 ± 1	1
1 ~ 6)	1
1 ± 1	1
1 ± 28	1
1 × 109	1
1 cm3	1
1% to	1
1%/12	1
1%/28	1
1%/32	1
1/1	1
1/1/2000	1
1/10	1
1/11	1
1/2	1
1/23)	1
1/3	1
1/3-preferential	1
1/5	1
1])	1
1±42	1
1·000)	1
1·01	1
1·02-1·50	1
1·02-5·18])	1
1·05-1·23	1
1·11-1·95])	1
1·14	1
1·14-4·80])	1
1·17-3·25])	1
1·24	1
1·46	1
1·47	1
1·48-8·26])	1
1·567-11·478	1
1·60	1
1·62	1
1·95	1
10-	1
10-11	1
10-13)	1
10-14	1
10-15	1
10-15%	1
10-16	1
10-16 years	1
10-2	1
10-25	1
10-4)	1
10-6	1
10-7	1
10-fold	1
10−8)	1
10−9)	1
10 × 10-3)	1
10 cm	1
10 kev	1
10 ± 2	1
10 mg/l	1
10%)	1
10/16	1
10/2021	1
10/30/2022	1
10±14	1
10·1-12·0	1
100-104	1
100-unit	1
100 %	1
100 µg/g	1
100 g/l	1
100069	1
1000ibd	1
10029	1
1007/s00508-023-02283-4	1
1008	1
1010	1
1010cg(2023)-08	1
1016/j	1
10178	1
1018	1
102%	1
102/255	1
1023	1
1029	1
1035	1
1037	1
104)	1
104/196	1
1042	1
1044	1
1045-1046	1
1048	1
1055/a-2374-8662	1
106-1	1
106 ± 1	1
1061	1
1070	1
1072893878@qq	1
1073	1
1074	1
108)	1
108/-0	1
1080/00365521	1
1089	1
109-1	1
109/l	1
1091	1
1093/ecco-jcc/jjad105	1
1097/dcr	1
1098	1
11-13	1
11-15 years)	1
11-2	1
11-3	1
11-6	1
11-66)	1
11-98)	1
11-month-	1
11 ml	1
11 years	1
11 × 10-4]	1
11 116	1
11 ± 0	1
11 cm3	1
11/15	1
11/16	1
11/21	1
11/25	1
11/42	1
11/50	1
11]	1
11])	1
110-1	1
110-fold	1
1101/2023	1
1104	1
1107	1
1108	1
1115	1
1127	1
113-8421	1
113]	1
1130	1
1132	1
1134	1
1136/bmjopen-2020-037669	1
1136/gutjnl-2024-332016	1
1137	1
1140	1
11405	1
1149 ± 718 µg/g	1
115)	1
116	1
1160	1
116044	1
1169	1
117-39-5)	1
1181/5191	1
1182	1
11823	1
1186/s12876-024-03203-0	1
12-17]	1
12-2	1
12-26)	1
12-months	1
12-weeks	1
12-year	1
12-year-old	1
12 388	1
12 years	1
12%)	1
12/14	1
12/17	1
12/2018	1
12/23]	1
12/2981	1
12/31/2021	1
120-1	1
120 mg	1
1200	1
1200 mg	1
1200 mg)	1
1206	1
121 695	1
1211	1
1212	1
12194/40	1
122)	1
1220-0	1
1221	1
123-0	1
123 t	1
123)	1
1231	1
1234	1
1235	1
1235-1	1
1235)	1
12366/45	1
1240	1
1245	1
125-5	1
1250	1
1252–1257	1
1255	1
127 ± 1	1
127)	1
129	1
1298	1
1298a > c	1
1298a>c	1
12c-/13c-dansylation	1
13-1	1
13-21	1
13-6	1
13-year	1
13 years	1
13 ± 12	1
13/17	1
13]	1
1300-1600 nm	1
13005	1
1301	1
131-0	1
1313	1
1332	1
135)	1
136(9-10)	1
136)	1
1361-1363	1
137 ± 1	1
1371	1
13770910192@163	1
1382dup	1
1388%	1
14-2	1
14-25	1
14-29 years	1
14 weeks	1
14/21	1
1400	1
14028	1
1411	1
1413	1
142	1
142 cd	1
143 ± 1	1
143/3640	1
144-176 min)	1
14498	1
145/155)	1
1455	1
1461	1
1463	1
1464	1
148[71	1
149	1
149)	1
1498	1
15-19-year-olds	1
15-50%	1
15-8	1
15 months	1
15 years	1
15 776	1
15 mg	1
15 mg/week	1
15 years	1
15%-2	1
15%-4	1
15%-5	1
15%)	1
15/23	1
15/25)	1
1500 mg/24 h)	1
1501	1
1515	1
152 ​min	1
1520/171	1
1529	1
1530	1
1536	1
154 ± 1	1
1540	1
155-15	1
155 min	1
155/2	1
155/6149	1
1556	1
156-1	1
156)	1
157-8535	1
1578	1
159	1
16-1440])	1
16-3	1
16-6	1
16-year	1
16 × 10-4]	1
16 659	1
16 562	1
16 weeks	1
16%-49%	1
16%)	1
16/20	1
16]	1
16±48	1
160)	1
160/80 mg	1
1600	1
1603	1
161-162	1
161-216)	1
162	1
164)	1
1646	1
165(32)	1
165)	1
1680	1
1687	1
169)	1
1690	1
16s-rdna	1
16srrna	1
17-103)	1
17-11	1
17 ± 0	1
17 years	1
17(12)	1
17/103	1
17/24	1
1708-1	1
1713/4809	1
1715)	1
17164	1
171ug/g	1
173-1	1
173/105 py	1
174)	1
1752	1
176	1
176]	1
177	1
1780/2000	1
18-07-2022)	1
18-2	1
18-24	1
18-3	1
18-36)	1
18-5	1
18-59	1
18-80	1
18-83 years]	1
18-year-old	1
18 ± 12	1
18 × 10-8)	1
18 months	1
18 years	1
18 months	1
18%-38%	1
18%)	1
18(1)	1
18(12	1
18/60)	1
18]	1
18+	1
180-360°	1
180 mg	1
180 mg	1
180~0	1
180°	1
1803)	1
182]	1
1825	1
1829	1
183)	1
1834111	1
1838	1
184	1
1851	1
1860	1
1863)	1
187 709	1
187)	1
1876	1
1880	1
189)	1
189/5056	1
1891	1
19-2	1
19-28 kg/m2)	1
19-73]	1
19 %	1
19%)	1
19%])	1
19(17	1
19(91	1
19/21	1
19])	1
19041	1
1910-1919	1
1910-1949)	1
1917	1
1919	1
194)	1
1942	1
1946	1
1947	1
195	1
1950	1
1950-1989)	1
1965	1
1966)	1
1968	1
1969	1
1975	1
1978	1
1979	1
1981	1
1983	1
1984-2008	1
1987-2017	1
1988	1
1989-2000	1
1990-2016)	1
1992)	1
1993	1
1994	1
1998-2018	1
1999	1
1c6	1
1e-10)	1
1h	1
1j4	1
1m	1
1mm	1
1n4	1
1ul	1
1α/x-box-binding	1
2-	1
2-1	1
2-14	1
2-15	1
2-166)	1
2-17	1
2-17)]	1
2-20a	1
2-21	1
2-25	1
2-274	1
2-29	1
2-38	1
2-4]	1
2-5	1
2-5 years	1
2-59)	1
2-6	1
2-6 h	1
2-60	1
2-7	1
2-70	1
2-arm	1
2-b	1
2-component	1
2-fold	1
2-hour	1
2-month	1
2-month-	1
2-month-long	1
2-part	1
2-partial	1
2-stearoylglycerophosphocholine	1
2-year	1
2 %	1
2 ± 14	1
2 cm	1
2 days	1
2 kg/m2	1
2 months	1
2 ± 92	1
2 × 10-4)	1
2 248 842	1
2 ± 0	1
2 ± 7	1
2 ± 8 ng/ml	1
2 days	1
2 mg/kg)	1
2 mg/l	1
2%-5%	1
2%-87	1
2%)ibd	1
2%)patients	1
2%/33	1
2)]	1
2/11	1
2/15	1
2/phase	1
2] years	1
2·30	1
2·34	1
20-12	1
20-39	1
20-64	1
20-year	1
20 min-long	1
20 nm	1
20 years	1
20 987	1
20 mg/day	1
20 years	1
20 μg/ml	1
20(121	1
20/22	1
20/40	1
20]	1
20·3%	1
200 cm	1
200±13	1
200±16	1
2000-2018	1
2000-2022	1
200092	1
2000s	1
2001-2005	1
2002-2016	1
2003-2021	1
2004-2022	1
200444	1
2005-2007	1
2005-2016	1
2006-2016	1
2006-2020)	1
2008-00278-33	1
2008-002782-32	1
2008-002784-14	1
2009-016488-12	1
2010-11	1
2010-2017	1
2011-2022	1
2012-002945-40)	1
2012-2021	1
2012/0052124a1	1
20132	1
20132 milan	1
2014-2016	1
2014-2018	1
2015-000480-14	1
2015-000481-58	1
2015-000482-31	1
2015-000555-24)	1
2015-002025-19	1
2015-2021	1
2016-000612-14)	1
2016-000613-79)	1
2016-2020	1
2017-005151-83)	1
2017-2019	1
2017-2022	1
2017)	1
2018-004967-30	1
2020-02021)	1
2021-30	1
20211051@njucm	1
2022-09-14	1
2022-november	1
202240001)	1
2023)	1
20246	1
203]	1
204)	1
205	1
208]	1
2087	1
2088	1
21-0	1
21-1	1
21-12	1
21-3	1
21-36	1
21-446	1
21-day	1
21-year-old	1
21 ± 4	1
21/322	1
21/42	1
210-0821	1
210018	1
210022	1
2104c>t	1
211	1
212356	1
213	1
214)	1
215	1
2155)	1
2157	1
216)	1
2185	1
2187	1
218792)	1
22-4	1
22-40])	1
22-51 years]	1
22-7	1
22 k164	1
22 ± 1	1
22% ± 6%	1
22%)	1
22]	1
22·1-46·8]	1
22014	1
223	1
2235	1
224	1
224))	1
2248539	1
227 ± 1	1
228	1
228 ± 1	1
229 164	1
2293	1
22g	1
23-1	1
23-3	1
23-4	1
23-43	1
23-46)	1
23-point	1
23 %	1
23 149	1
23 years	1
23±17	1
231	1
233	1
234	1
2346	1
235)	1
236	1
2361	1
236300	1
2365	1
237-0	1
237-2	1
237/2	1
2376	1
238 ± 1	1
238 g > c	1
239)	1
24-0	1
24-32	1
24-43)	1
24-hour	1
24-year-old	1
24 cd	1
24%)	1
24(1)	1
24/06/2016)	1
24/42	1
24])	1
24105	1
2430	1
2449	1
246	1
2478	1
248/105 person-years	1
249	1
2497	1
24e-07)	1
25-0	1
25-12	1
25-24)	1
25-29 years	1
25-3	1
25-44	1
25-54)	1
25-57	1
25-month	1
25 %	1
25 ± 2	1
25 ± 5	1
25 ± 6 mo	1
25 mg/week	1
25%-37%	1
25% ± 7%	1
25/102)	1
25]	1
250 µg/g	1
25042/59957	1
251	1
253)	1
2546	1
257	1
257/12	1
2578	1
258	1
2595	1
25e-15)	1
25ohd	1
26-0	1
26-2	1
26-3	1
26-5	1
26-year-old	1
26 msv	1
26%)	1
26/52)	1
260	1
2606	1
2613	1
263	1
263-2	1
2636	1
2643	1
2645	1
265(0	1
265)	1
266)	1
267	1
267/105 py	1
27-50]	1
27-51)	1
27-6	1
27 ± 0	1
27/52)	1
27/62	1
27]	1
27])	1
27±2	1
27100 pavia	1
272	1
2724	1
273-20	1
273 × 10-5)	1
2734	1
276	1
276)	1
277	1
2786	1
279	1
27e-10)	1
28-12	1
28-46)	1
28-75	1
28-year-old	1
28 months	1
28 204	1
28 ± 13	1
28]	1
28·0-49·0)	1
28·9%	1
280]	1
2803	1
281	1
2818	1
282	1
283	1
2837	1
285[1	1
286)	1
287	1
287)	1
288))	1
289	1
289-294	1
2892)	1
2896	1
29-2	1
29-4	1
29-47)	1
29-5	1
29-59	1
29-71)	1
29-item	1
29 %	1
29% ± 10%	1
29(38	1
29/42	1
29])	1
29011	1
290e-03)	1
291 days	1
291)	1
2913	1
293-27	1
295	1
2952	1
2963	1
297	1
298 ~ 1381)	1
299	1
299/6267	1
2b	1
2cm	1
2n2	1
2nd])	1
2p8	1
2x	1
2x(bowel	1
3-11	1
3-12)	1
3-13	1
3-135	1
3-17	1
3-17)	1
3-18	1
3-27	1
3-30	1
3-4	1
3-4-month-	1
3-43	1
3-45	1
3-5	1
3-61	1
3-7	1
3-7)	1
3-90	1
3-91	1
3-92%	1
3-98	1
3-complete]	1
3-d	1
3-dependent	1
3-dimensional	1
3-fold	1
3-independent	1
3-ma	1
3-nonresponders	1
3-times	1
3 cm	1
3 days	1
3 kg/m2	1
3 min	1
3 mm	1
3 ± 2	1
3 ± 3	1
3 ± 4	1
3 ± 5	1
3 ± 6	1
3 ~ 4)	1
3 ± 0	1
3 ± 2	1
3 ± 3	1
3 ± 9	1
3 × 10-3	1
3 cd	1
3 days	1
3 months	1
3 months)	1
3 years	1
3 μg/ml)	1
3%-3	1
3% of	1
3%/21	1
3%])	1
3/1	1
3/1/2019	1
3/10	1
3/44	1
3[1	1
3·49	1
30-1	1
30-10	1
30-33	1
30-4	1
30-45%	1
30 s	1
30 months	1
30 weeks	1
30 × 10-4)	1
30 × 10-8)	1
30 mg	1
30 months)	1
30(217	1
30]	1
30·4-38·2)	1
300-fold	1
300 mg	1
3000	1
301[1	1
302	1
3023	1
303	1
303)	1
304	1
305	1
307	1
3074902526@qq	1
308(0	1
309	1
31-0	1
31-2	1
31-3	1
31-4	1
31-52)	1
31-56)	1
31-58)	1
31 mg/l	1
31 months	1
31 years	1
31%)	1
31·2-40·5)	1
31000	1
310058	1
3105	1
3107	1
312	1
3129	1
313)	1
313]	1
3132	1
314000	1
31409	1
314300	1
3148	1
315	1
315[0	1
316	1
3161	1
3178	1
32-1	1
32-10	1
32-2	1
32-25	1
32-51)	1
32-week	1
32-year-old	1
32 nm	1
32 ± 18	1
32%)	1
32/52)	1
32±1	1
32·1%	1
32·5	1
32·9%	1
320)	1
3200039@zju	1
321 × 10-3)	1
321]	1
322	1
324]	1
325	1
325000	1
327)	1
32897	1
33-2	1
33-38	1
33-39%]	1
33 g	1
33 years	1
33 ± 4	1
33)	1
33)pg/ml]	1
33/76	1
33]	1
3316	1
332-14	1
3325/173	1
336	1
339	1
34-0	1
34-1	1
34-38	1
34-56]	1
34-58	1
34-year-old	1
34 ~ 1493)	1
34·7%	1
3429	1
343	1
345	1
346	1
347/4758	1
348	1
3487	1
349	1
34e-05)	1
35-138	1
35-156])	1
35-2	1
35-72	1
35 months	1
35 ~ 1493)	1
35 g/l	1
35]	1
35·9%	1
350	1
352	1
352 454	1
354)	1
355)	1
3584	1
36-2	1
36-52)	1
36-item	1
36-marker	1
36 %	1
36 months	1
36 ± 3	1
36%)	1
36]	1
36·0	1
36·7-43·7)	1
360	1
360 mg	1
360 mg)	1
360 mg	1
3607	1
3608	1
361000	1
363)	1
366	1
366)	1
367	1
3694	1
37-	1
37-2	1
37-41%])	1
37-86)	1
37 years	1
37 months)	1
37(144	1
37]	1
370	1
371-0044	1
373	1
373-0	1
3742	1
3752	1
3758/6720	1
376(0	1
376]	1
3761	1
3767	1
37766/inplasy2023	1
3789	1
38-point	1
38 months	1
38 weeks)	1
38%)	1
38))	1
38/118)	1
38]	1
38·1-49·4)	1
380(0	1
3815	1
382	1
383	1
384)	1
386)	1
386]	1
387]	1
388	1
388]	1
389	1
38e-05)	1
39-1	1
39-2	1
39]	1
390	1
390)	1
3901	1
391	1
393	1
3941	1
3947	1
395	1
396	1
397	1
397e-03)	1
399)	1
3b	1
3cm	1
3e4	1
4-[-8	1
4-10)	1
4-100	1
4-13	1
4-14	1
4-17)	1
4-18	1
4-19)	1
4-23)	1
4-27	1
4-35	1
4-38	1
4-45	1
4-5)	1
4-6	1
4-61	1
4-68	1
4-7)	1
4-9	1
4-9)	1
4-arm	1
4-cm	1
